𪨊	ssur
资	zid_
仔	zir_
兹	zib_
姿	zidn
梓	zim_
滋	zidy
吱	zik_
籽	zimz
孜	ziz_
咨	zidk
姊	zin_
恣	zidx
訾	zivk
淄	zidt
滓	zidu
锱	zij_
孳	zibz
鲻	zia_
秭	zih_
子	ziva
自	zipo
仔	zirz
兹	ziby
嗞	ziky
孜	zizw
姊	zinp
鲻	ziat
秭	zihp
咱	zjk_
赞	zjn_
暂	zji_
攒	zjf_
簪	zjv_
瓒	zjw_
昝	zjwo
錾	zjij
糌	zjm_
赞	zjnr
暂	zjio
攒	zjfr
簪	zjvo
瓒	zjwr
糌	zjmo
作	zor_
坐	zort
左	zou_
座	zog_
佐	zorg
昨	zoo_
撮	zof_
唑	zokt
琢	zow_
祚	zop_
嘬	zok_
柞	zom_
做	zorw
作	zorv
座	zogt
撮	zofy
琢	zown
祚	zopv
嘬	zoky
柞	zomv
钻	zrj_
赚	zrk_
攥	zrf_
纂	zrv_
缵	zrs_
攥	zrfx
纂	zrvx
缵	zrsr
宗	zsb_
纵	zss_
棕	zsm_
粽	zsmx
踪	zsz_
综	zssx
鬃	zsa_
枞	zsmr
偬	zsr_
踪	zszx
鬃	zsax
族	zuf_
足	zuk_
租	zuh_
祖	zup_
阻	zue_
卒	zuw_
卒	zuwu
诅	zuy_
俎	zur_
镞	zuj_
组	zus_
组	zusq
足	zukr
租	zuhq
祖	zupq
阻	zueq
诅	zuyq
俎	zurq
嘴	zvk_
罪	zvs_
醉	zvy_
醉	zvyu
最	zvo_
最	zvoy
嘴	zvky
罪	zvsf
贼	zwk_
贼	zwku
尊	zyb_
遵	zyz_
樽	zym_
鳟	zya_
尊	zybc
遵	zyzc
樽	zymc
鳟	zyac
邹	zzd_
邹	zzde
揍	zzft
奏	zzf_
赜	zeir
赜	zekr
舴	zevv
罾	zgso
眦	zio_
眦	ziob
胙	zoov
岞	zoev
倧	zsrx
臜	zao_
臜	zaor
拶	zafx
唣	zckq
璪	zcw_
璪	zcwm
簉	zcvz
帻	zej_
帻	zejr
昃	zeo_
昃	zeor
笮	zev_
迮	zez_
迮	zezv
谮	zfy_
谮	zfyo
缯	zgs_
鄫	zgbe
牂	zhpy
驵	zhm_
驵	zhmq
髭	ziab
嵫	zie_
嵫	ziey
辎	zii_
辎	ziit
呲	zikb
缁	zis_
缁	zist
趑	zit_
趑	zitr
龇	zivb
茈	zic_
茈	zicb
耔	zil_
耔	zilz
笫	zivp
觜	zivy
孖	zizz
鄑	ziy_
镃	zijy
鼒	zicv
趱	zjt_
趱	zjtr
拶	zjfx
酂	zjne
笮	zov_
笮	zovv
怍	zox_
怍	zoxv
酢	zoy_
酢	zoyv
捽	zofu
阼	zoe_
躜	zrz_
躜	zrzr
熜	zsh_
熜	zshx
疭	zsbr
腙	zso_
腙	zsox
鬷	zsaw
菹	zuc_
菹	zucq
珇	zuwq
崒	zueu
蕞	zvc_
蕞	zvcy
觜	zvv_
觜	zvvy
鲗	zwa_
鲗	zwad
撙	zyf_
噂	zyk_
噂	zykc
嶟	zye_
嶟	zyec
陬	zze_
陬	zzey
诹	zzy_
鲰	zza_
鲰	zzay
鄹	zzee
驺	zzm_
驺	zzme
慥	zcxz
增	zgto
矰	zguo
寁	zjbr
槜	zvmn
僔	zyrc
走	zztr
咁	gjkg
㗎	jxkm
擝	mgfm
榀	pbm_
砦	vdv_
捱	aift
㞎	baub
揼	bgfu
屄	biub
噃	bokt
肏	ccrr
啲	diku
哋	diky
俤	dirp
掟	dkfr
屌	dnuj
唞	dzku
诶	eiyu
奀	enbd
瞓	ffoi
嘅	gekv
攰	gvul
啩	gxkb
嚡	hdkt
磺	hlub
唓	ieki
囝	jmkz
囧	jskv
冚	kjbe
崑	kyeb
冧	lbbm
粦	lbml
嚟	liku
躝	ljzj
〇	lkvv
攞	loff
慜	mbpx
冇	mcuk
濛	mgdn
濛	mgdu
搣	mpfh
槑	mwkm
嗱	naku
嫐	ncnn
囝	njkz
孃	nlny
撚	nmfh
惗	nmxx
嬲	nntl
㞎	paub
呯	pkkp
螓	qbih
㞗	qquq
佢	qurj
叒	royy
嘥	sdkr
嗮	sdkx
劏	thxd
薙	ticf
嗻	vekh
揾	wffm
卌	xial
喺	xikx
係	xirx
嘢	yekl
吔	yeky
咗	zokg
按	a2
吧	b2
此	c2
打	d2
嗯	e2
发	f2
管	g2
化	h2
见	j2
块	k2
立	l2
嘛	m2
哪	n2
期	q2
入	r2
随	s2
它	t2
十	u2
之	v2
位	w2
性	x2
子	z2
宝	bc2
笨	bf2
甭	bg2
逼	bi2
备	bw2
猜	cd2
达	da2
道	dc2
东	ds2
逗	dz2
份	ff2
疯	fg2
复	fu2
搞	gc2
钙	gd2
哥	ge2
官	gr2
故	gu2
华	hx2
壶	hu2
扯	ie2
程	ig2
臭	iz2
今	jb2
极	ji2
贱	jm2
居	ju2
佳	jx2
抠	kz2
溜	lq2
骂	ma2
美	mw2
浓	ns2
弃	qi2
缺	qt2
惹	re2
忍	rf2
扔	rg2
寺	si2
淘	tc2
疼	tg2
替	ti2
舔	tm2
通	ts2
退	tv2
省	ug2
室	ui2
守	uz2
招	vc2
症	vg2
战	vj2
终	vs2
文	wf2
忘	wh2
玩	wj2
未	ww2
心	xb2
型	xk2
凶	xs2
隐	yb2
野	ye2
杨	yh2
严	yj2
园	yr2
友	yz2
遭	zc2
揍	zz2
坐	zo2
龅	bcv2
璧	biu2
槟	bkm2
煸	bmh2
辨	bml2
鸨	bcb2
薜	bic2
靼	dag2
疸	djb2
汾	ffd2
矾	fju2
梵	fjm2
钒	fjj2
脯	fuo2
俯	fur2
敷	fuf2
弗	fuv2
蜉	fui2
阁	gem2
汞	gsg2
枸	gzm2
槁	gcm2
濠	hcd2
涸	hed2
嗬	hek2
恍	hlx2
锪	hoj2
奂	hrd2
泓	hsd2
斛	hud2
烩	hvh2
骅	hxm2
蜍	iui2
怅	ihx2
蚩	iiv2
巾	jbl2
矜	jbs2
蓟	jic2
继	jis2
奇	jid2
系	jip2
计	jiy2
骥	jim2
戟	jiu2
嵇	jih2
觊	jie2
玑	jiw2
笈	jiv2
靖	jkl2
荆	jkc2
憬	jkx2
腈	jko2
监	jml2
槛	jmm2
溅	jmd2
煎	jmb2
戬	jmy2
笕	jmv2
醮	jny2
诘	jpy2
疚	jqb2
惧	jux2
驹	jum2
飓	juj2
遽	juz2
苣	juc2
镓	jxj2
咯	kak2
贶	klk2
喇	lak2
厘	lii2
璃	liw2
荔	lic2
骊	lim2
蠡	liv2
俚	lir2
鹂	lil2
囹	lkk2
羚	lky2
泠	lkd2
粱	lld2
殓	lmd2
骝	lqm2
麋	mig2
沔	mmd2
蘑	moc2
摩	mog2
苜	muc2
媒	mwn2
匏	pcd2
祈	qip2
棋	qim2
漆	qid2
憩	qiq2
铅	qmj2
骞	qmb2
芑	qic2
燧	svh2
觫	sud2
嚏	tik2
拓	tof2
椭	tom2
桐	tsm2
遢	taz2
绅	ufs2
伸	ufr2
裳	uhx2
虱	uiv2
舐	uiq2
潸	ujd2
倏	uur2
姝	uun2
厍	uei2
筝	vgv2
拯	vgf2
祗	vip2
帙	vij2
汁	vid2
执	vif2
智	viu2
枳	vim2
湛	vjd2
株	vum2
渚	vud2
诬	wuy2
畏	wwt2
葳	wwc2
浠	xid2
熄	xih2
硒	xiu2
嬉	xin2
奚	xip2
娴	xmn2
苋	xmc2
蚬	xmi2
岘	xme2
骁	xnm2
谐	xpy2
蟹	xpd2
榭	xpm2
谑	xty2
醺	xyy2
晞	xio2
吖	yak2
衙	yai2
讶	yay2
龈	ybv2
漾	yhd2
贻	yik2
伊	yir2
怡	yix2
彝	yiv2
颐	yii2
奕	yiw2
沂	yid2
翊	yil2
肄	yib2
檐	yjm2
淹	yjd2
衍	yji2
鄢	yjv2
琰	yjw2
嬴	ykw2
莹	ykc2
鹦	ykk2
膺	ykg2
楹	ykm2
鸳	yrx2
沅	yrd2
泳	ysd2
谀	yuy2
浴	yud2
萸	yuc2
圄	yuk2
觎	yur2
纭	yys2
尢	yzu2
鹬	yus2
渍	zid2
蕃	fjct2
蝠	fuit2
麸	fuff2
赙	fukc2
矶	jiuj2
蛎	liiw2
栎	liml2
洌	lpdd2
闾	lvmk2
暝	mkob2
茉	mocm2
否	pibk2
莆	pucf2
醛	qryw2
什	uiru2
楂	vamd2
蜇	vefi2
嵬	wweg2
呷	xxkj2
殃	yhdy2
翳	yikx2
艾	yicx2
痍	yiby2
焱	yjhh2
淤	yudd2
